location_key,city,state_abbreviation,state_fips,zip_code,ruca_code,ruca_description,country
261,San Diego,CA,06,92103,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
262,East Brunswick,NJ,34,08816,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
263,Spokane Valley,WA,53,99216,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
264,Warren,OH,39,44484,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
265,Montrose,AL,01,36559,1.1,"Secondary flow 30% to <50% to a larger urbanized area of 50,000 and greater",US
266,Bristol,CT,09,06010,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
267,York,PA,42,17403,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
268,Hawthorne,NY,36,10532,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
269,Pittsburg,KS,20,66762,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",US
270,Groesbeck,TX,48,76642,7.0,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",US
271,Indianapolis,IN,18,46202,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
272,Fort Worth,TX,48,76177,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
273,San Juan,PR,72,00907,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
274,Suffolk,VA,51,23435,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
275,Reno,NV,32,89503,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
276,Garfield,WA,53,99130,10.0,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",US
277,Saint Joseph,MI,26,49085,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
278,Glastonbury,CT,09,06033,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
279,Jacksonville,FL,12,32207,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
280,Middleburg Heights,OH,39,44130,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
281,Miami,FL,12,33136,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
282,Cullman,AL,01,35055,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",US
283,Kahului,HI,15,96732,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
284,Lenexa,KS,20,66215,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
285,Searcy,AR,05,72143,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",US
286,Carlsbad,CA,06,92011,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
287,Saint Louis,MO,29,63122,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
288,Fort Worth,TX,48,76112,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
289,Fort Myers,FL,12,33966,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
290,Augusta,GA,13,30909,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
291,Mc Kees Rocks,PA,42,15136,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
292,Staten Island,NY,36,10305,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
293,Ventura,CA,06,93003,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
294,Leesburg,VA,51,20176,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
295,Boise,ID,16,83702,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
296,Oceanside,CA,06,92056,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
297,Knoxville,TN,47,37916,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
298,Cincinnati,OH,39,45219,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
299,Brownsville,TX,48,78526,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
300,Park Ridge,IL,17,60068,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
301,Columbia,MO,29,65212,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
302,West Des Moines,IA,19,50266,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
303,Plano,TX,48,75075,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
304,Jacksonville,FL,12,32216,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
305,Concord Township,OH,39,44077,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
306,Birmingham,AL,01,35249,99.0,Unknown,US
307,Rego Park,NY,36,11374,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
308,Florissant,MO,29,63031,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
309,Lakewood,CO,08,80228,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
310,Austin,TX,48,78704,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
311,Dothan,AL,01,36301,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",US
312,Peoria,IL,17,61637,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
313,Tigard,OR,41,97223,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
314,Los Angeles,CA,06,90024,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
315,Liberty,MO,29,64068,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
316,Newark,DE,10,19713,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
317,Montrose,CO,08,81401,5.0,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",US
318,Winter Park,FL,12,32792,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
319,Fishkill,NY,36,12524,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
320,Portland,OR,41,97239,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
321,Dyer,IN,18,46311,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
322,Santa Cruz,CA,06,95065,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
323,Footville,WI,55,53537,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",US
324,Fishersville,VA,51,22939,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
325,Pittsburgh,PA,42,15237,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
326,Milwaukee,WI,55,53226,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
327,Nashville,TN,47,37232,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
328,Gainesville,GA,13,30501,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
329,Springfield,MO,29,65809,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
330,Culpeper,VA,51,22701,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",US
331,Baton Rouge,LA,22,70808,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
332,Sanford,ME,23,04073,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",US
333,West Burlington,IA,19,52655,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",US
334,Conroe,TX,48,77301,1.1,"Secondary flow 30% to <50% to a larger urbanized area of 50,000 and greater",US
335,Tacoma,WA,53,98405,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
336,Voorhees,NJ,34,08043,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
337,Omaha,NE,31,68124,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
338,Philadelphia,PA,42,19140,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
339,Lyons,IL,17,60534,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
340,San Antonio,TX,48,78229,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
341,West Babylon,NY,36,11704,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
342,Forest Hills,NY,36,11375,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
343,Camarillo,CA,06,93010,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
344,Ann Arbor,MI,26,48109,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
345,Linwood,NJ,34,08221,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
346,Knoxville,TN,47,37909,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
347,Orange,CA,06,92868,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
348,Junction City,KS,20,66441,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",US
349,Naples,FL,12,34114,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
350,Loma Linda,CA,06,92350,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
351,Akron,OH,39,44320,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
352,South Barrington,IL,17,60010,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
353,Iowa City,IA,19,52242,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
354,Langhorne,PA,42,19047,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
355,Riverdale,GA,13,30274,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
356,Charlotte,NC,37,28203,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
357,Horsham,PA,42,19044,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
358,Charlotte,NC,37,28204,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
359,Troy,MI,26,48085,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
360,Fresno,CA,06,93720,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
361,Council Bluffs,IA,19,51503,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
362,Cleveland,OH,39,44109,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
363,Mount Sinai,NY,36,11766,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
364,Durham,NC,37,27710,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
365,Albuquerque,NM,35,87106,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
366,Mashpee,MA,25,02649,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
367,Fredericksburg,VA,51,22401,1.1,"Secondary flow 30% to <50% to a larger urbanized area of 50,000 and greater",US
368,Port Charlotte,FL,12,33952,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
369,Annandale,VA,51,22003,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
370,Newark,OH,39,43055,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
371,Solana Beach,CA,06,92075,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
372,Little Rock,AR,05,72202,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
373,Valencia,CA,06,91355,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",US
374,Pontiac,MI,26,48341,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
375,Rio Grande,NJ,34,08242,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
376,Philadelphia,PA,42,19107,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
377,Olive Branch,MS,28,38654,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
378,Opelika,AL,01,36801,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
379,Collegeville,PA,42,19426,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US
